country_name,year,total_fertility_rate,growth_rate,midyear_population,midyear_population_male,midyear_population_female,max_age,kids,adults,youth,seniors,infant_mortality,infant_mortality_male,infant_mortality_female,life_expectancy,life_expectancy_male,life_expectancy_female,mortality_rate_under5
Namibia,2041,2.3819999999999997,1.3769999999999998,3712696,3663254,3762138,100.0,1032136,1803003,646950,230607,15.94,17.37,14.47,73.71,71.32,76.18,21.23
United Kingdom,2041,1.7492,0.184,70280655,69969778,70591532,100.0,11129718,34560201,8275967,16314769,3.41,3.68,3.13,82.86,80.33,85.52,3.89
Afghanistan,2041,3.16,1.6219999999999999,55619723,56025690,55213756,100.0,18618690,23762604,11112630,2125799,63.35,68.38,58.06,61.16,59.09,63.33,87.49
Barbados,2041,1.6955,-0.301,292339,279470,305208,100.0,44586,142643,32074,73036,6.22,6.88,5.56,79.19,76.64,81.76,8.27
Botswana,2041,2.0281,0.64,2708512,2897342,2519682,100.0,717271,1303982,507881,179378,4.41,4.39,4.44,58.28,61.68,54.78,6.51
Aruba,2041,1.7953,0.629,143195,134762,151628,100.0,22564,73485,16118,31028,5.91,7.3,4.5,80.62,77.54,83.76,6.7
Solomon Islands,2041,2.2640000000000002,1.11,930860,948096,913624,100.0,230310,467235,149696,83619,7.57,8.58,6.52,79.75,76.93,82.72,8.84
Comoros,2041,2.062,0.956,1088678,1046338,1131018,100.0,281590,555047,172886,79155,28.38,34.37,22.21,72.24,69.51,75.06,36.09
Hong Kong,2041,1.3432,-0.523,6996654,6287292,7706016,100.0,730815,3313334,649916,2302589,2.65,2.83,2.46,84.13,81.35,87.07,3.14
Cambodia,2041,2.056,0.79,20975956,20571978,21379934,100.0,4713064,11104117,3277263,1881512,23.33,27.33,19.15,72.44,69.59,75.42,31.19
Yemen,2041,2.1180000000000003,1.2570000000000001,41667902,41852048,41483756,100.0,10892085,21404480,7244767,2126570,21.11,23.46,18.64,73.21,70.6,75.94,26.1
Palau,2041,1.7,0.07,23005,22572,23438,100.0,3881,11375,2962,4787,6.16,7.01,5.25,78.35,75.17,81.73,7.1
Hungary,2041,1.6315,-0.53,8935519,8560310,9310728,100.0,1173489,4479864,872562,2409604,3.78,4.05,3.5,80.07,76.61,83.73,4.33
Central African Republic,2041,3.1839999999999997,1.703,8943094,8909228,8976960,100.0,3050258,3768302,1724955,399579,47.07,52.26,41.73,62.35,60.43,64.33,64.43
South Sudan,2041,2.82,1.758,23275079,23505314,23044844,100.0,7567244,10204184,4525176,978475,30.23,32.82,27.51,69.87,67.74,72.11,38.84
Guinea-Bissau,2041,2.7739999999999996,1.2790000000000001,2601006,2562130,2639882,100.0,821568,1153909,499192,126337,48.68,55.58,41.57,59.9,57.51,62.37,70.32
Mongolia,2041,1.7280000000000002,0.389,3583479,3431804,3735154,100.0,665055,1961230,502735,454459,10.54,12.39,8.61,76.02,72.03,80.2,12.27
El Salvador,2041,1.7,-0.172,6313488,6023134,6603842,100.0,1138005,3402066,803805,969612,8.5,9.9,7.04,79.32,76.09,82.71,9.89
Benin,2041,2.972,1.814,19048495,19238258,18858732,100.0,6327509,8140353,3698835,881798,26.63,28.77,24.38,70.36,68.35,72.46,36.27
New Zealand,2041,1.787,0.254,5118628,5054034,5183222,100.0,868021,2471988,625256,1153363,3.48,3.8,3.14,83.14,80.67,85.73,3.99
Cabo Verde,2041,2.01,0.609,709169,688676,729662,100.0,150982,370675,102785,84727,10.16,11.67,8.62,77.74,75.1,80.47,11.84
Northern Mariana Islands,2041,1.7180000000000002,0.9009999999999999,73165,70792,75538,100.0,9969,41477,6842,14877,3.86,4.13,3.58,81.33,78.51,84.31,4.52
Greenland,2041,1.75,-0.698,52849,53004,52694,100.0,9361,26386,7025,10077,5.69,6.43,4.9,77.88,74.99,80.93,6.72
French Polynesia,2041,1.7180000000000002,0.147,323586,327432,319740,100.0,52850,170829,39039,60868,3.71,4.07,3.33,80.86,78.26,83.58,5.58
Western Sahara,2041,2.63,1.744,1014876,1007128,1022624,100.0,297795,468452,183418,65211,25.92,29.27,22.44,71.33,68.57,74.2,35.06
Togo,2041,3.326,2.0580000000000003,13906377,13792998,14019756,100.0,4727288,5846783,2612360,719946,19.5,23.22,15.67,73.43,70.5,76.44,26.63
Mali,2041,3.2760000000000002,1.973,32670806,31710924,33630688,100.0,12141678,12667238,6712363,1149527,52.92,58.09,47.6,65.33,62.82,67.91,75.23
Monaco,2041,1.6541,-0.494,32015,30670,33360,100.0,1474,10719,1850,17972,2.03,2.24,1.8,88.24,84.68,91.93,2.27
Chile,2041,1.71,0.095,19689454,19276804,20102104,100.0,3148464,10061698,2351993,4127299,4.38,4.73,4.02,81.78,78.77,84.93,4.98
Sudan,2041,2.184,1.176,53824830,53541028,54108632,100.0,14390625,26595186,9328069,3510950,24.12,27.45,20.62,72.11,69.53,74.81,32.37
Mauritius,2041,1.7,-0.023,1456178,1417886,1494470,100.0,235671,759225,170769,290513,5.74,6.67,4.76,79.91,76.59,83.39,6.46
Kuwait,2041,1.9945,0.7240000000000001,3649892,4103104,3196680,100.0,743218,2180822,488346,237506,4.52,4.57,4.48,81.29,79.23,83.45,5.22
Estonia,2041,1.6724,-0.997,1018323,980588,1056058,100.0,125609,500731,94529,297454,3.22,3.29,3.15,80.51,76.4,84.81,3.66
Slovenia,2041,1.6071,-0.762,1722292,1661714,1782870,100.0,202706,843123,148942,527521,3.29,3.63,2.93,81.42,78.07,84.98,3.79
Moldova,2041,1.6639,-1.391,2572484,2550706,2594262,100.0,369957,1341554,287990,572983,6.86,7.93,5.73,76.77,73.08,80.69,7.78
Equatorial Guinea,2041,2.64,1.557,1257553,1261962,1253144,100.0,379653,569479,234977,73444,29.89,31.01,28.74,72.25,70.39,74.16,38.5
Sri Lanka,2041,1.7976,0.19899999999999998,24987324,24303900,25670748,100.0,4548438,12823622,3132280,4482984,5.24,5.88,4.58,80.6,77.27,84.06,6.06
Bangladesh,2041,2.008,0.39399999999999996,188059329,182287130,193831528,100.0,39858535,97553220,26202327,24445247,13.41,14.83,11.94,78.4,75.87,81.02,15.81
Japan,2041,1.5495,-0.611,113758495,109368388,118148602,100.0,12409296,49802628,9086206,42460365,1.31,1.5,1.1,90.26,87.01,93.69,1.67
Dominica,2041,2.0,-0.6779999999999999,69901,70158,69644,100.0,11156,34928,7924,15893,5.84,7.25,4.36,80.74,77.73,83.89,6.61
Indonesia,2041,1.794,0.225,297458585,297630714,297286456,100.0,55884767,155874195,39357070,46342553,10.45,12.22,8.59,78.11,75.27,81.08,12.35
Senegal,2041,2.832,1.6440000000000001,23780958,23083074,24478842,100.0,7647882,10428356,4522291,1182429,25.87,29.49,22.14,70.32,67.74,72.98,38.41
Ireland,2041,1.7691,0.5920000000000001,6058824,6010456,6107192,100.0,1021046,3103134,705722,1228922,3.11,3.36,2.85,82.93,80.34,85.67,3.53
Pakistan,2041,2.028,0.8640000000000001,271518984,275702574,267335394,100.0,61223237,145551236,41312088,23432423,22.49,24.67,20.2,74.8,72.36,77.35,27.74
Saint Vincent and the Grenadines,2041,1.7,-0.33,96572,97268,95876,100.0,14902,49354,10810,21506,6.6,7.2,5.99,79.75,77.3,82.28,8.08
Algeria,2041,1.942,0.732,52413932,52894872,51932992,100.0,10454831,26975552,8126987,6856562,9.09,9.88,8.27,80.63,78.59,82.77,10.24
Jamaica,2041,1.7181,0.43700000000000006,3425118,3409436,3440800,100.0,689769,1828533,509263,397553,7.78,8.16,7.39,77.63,75.82,79.54,9.97
United Arab Emirates,2041,1.8753,0.27399999999999997,7972950,10591614,5354286,100.0,1607870,4979407,1193130,192543,5.7,6.48,4.88,81.03,78.23,83.97,6.5
Kazakhstan,2041,1.7619999999999998,0.465,21501625,20131908,22871342,100.0,4078911,11308794,3011225,3102695,9.74,11.35,8.23,76.88,72.21,81.26,10.91
Montenegro,2041,1.6527,-0.431,606518,599120,613916,100.0,79697,303698,59124,163999,5.23,5.74,4.69,81.69,78.69,84.84,5.9
Malaysia,2041,2.144,0.767,40437386,40550818,40323954,100.0,8900454,20302590,5771271,5463071,6.76,7.68,5.77,79.52,76.61,82.63,7.89
Sint Maarten,2041,1.7946,0.35100000000000003,51851,50962,52740,100.0,8292,23844,6393,13322,4.93,5.34,4.5,81.43,78.82,84.16,5.51
Micronesia Federated States of,2042,2.026,-1.2670000000000001,83162,79594,86730,99.0,18421,44686,12183,7872,9.11,10.14,8.04,78.38,75.89,80.99,10.58
Isle of Man,2042,1.7543,-0.1,94225,94488,93962,100.0,13613,44374,10176,26062,3.27,3.35,3.18,83.19,80.94,85.62,3.7
Singapore,2042,1.1107,0.784,8168819,7896426,8441212,100.0,1022176,4607397,912875,1626371,1.54,1.75,1.31,90.38,87.55,93.41,1.87
Korea South,2042,1.51,-0.606,50755083,50510468,50999698,100.0,5585288,25079629,4236473,15853693,2.86,3.03,2.67,83.36,80.32,86.58,3.35
Cameroon,2042,3.2880000000000003,2.011,44577316,44529780,44624852,100.0,15654171,18424868,8571596,1926681,26.12,28.76,23.4,69.08,66.86,71.36,39.34
Zambia,2042,4.332,2.5810000000000004,31959667,31911336,32007998,100.0,13295392,11240557,6528024,895694,31.2,34.99,27.3,61.76,59.81,63.76,46.89
Sudan,2042,2.168,1.146,54453199,54148782,54757616,100.0,14371449,27090354,9346181,3645215,23.38,26.63,19.96,72.38,69.79,75.1,31.26
South Sudan,2042,2.77,1.72,23683344,23914394,23452294,100.0,7595214,10486312,4573924,1027894,29.26,31.79,26.6,70.17,68.02,72.44,37.49
Trinidad and Tobago,2042,1.7003,-0.573,1072897,1076664,1069130,100.0,147736,564411,110604,250146,9.81,10.73,8.86,78.29,75.3,81.36,11.57
Timor-Leste,2042,2.516,1.21,2006499,1969572,2043426,100.0,601513,895527,382508,126951,15.07,16.5,13.55,75.22,73.03,77.55,18.06
Northern Mariana Islands,2042,1.716,0.86,73813,71456,76170,100.0,10028,41843,6626,15316,3.83,4.09,3.55,81.43,78.61,84.41,4.47
Wallis and Futuna,2042,1.7073,-0.18899999999999997,15861,16142,15580,100.0,2303,8500,1792,3266,3.41,3.61,3.21,82.39,79.41,85.52,3.81
Congo (Brazzaville),2042,3.514,2.099,8704284,8697468,8711100,100.0,3110365,3489272,1617950,486697,26.62,29.67,23.49,68.89,66.97,70.87,36.47
Central African Republic,2042,3.148,1.683,9095747,9060544,9130950,100.0,3078134,3857143,1748050,412420,45.75,50.84,40.49,62.71,60.77,64.7,62.46
West Bank,2042,2.254,1.0090000000000001,3918203,3963202,3873204,100.0,1036386,1883107,688064,310646,6.99,7.78,6.14,79.67,77.21,82.28,8.0
Panama,2042,1.8219999999999998,0.522,4704769,4692490,4717048,100.0,920822,2384487,651290,748170,5.63,6.11,5.12,81.8,78.9,84.82,6.69
Bhutan,2042,1.7,0.495,921408,943346,899470,100.0,165135,522981,121162,112130,8.16,8.03,8.29,79.96,78.1,81.92,9.62
Guam,2042,1.834,0.382,196882,196936,196828,100.0,37418,97955,26657,34852,3.8,4.09,3.5,82.07,79.05,85.26,4.36
Italy,2042,1.6374,-0.111,62193795,59677048,64710542,100.0,8084969,29505878,5681059,18921889,2.92,3.08,2.74,83.74,80.98,86.67,3.33
Mozambique,2042,3.826,2.3609999999999998,49016148,48671542,49360754,100.0,19089074,18505674,9944845,1476555,28.44,29.87,26.99,65.47,64.27,66.7,36.37
Turkey,2042,1.756,0.091,89499279,88980866,90017692,100.0,15692002,47823768,10823264,15160245,8.04,8.71,7.33,79.56,76.91,82.34,9.07
Oman,2042,2.0593,1.079,4987181,5276144,4698218,100.0,1142757,2685204,821311,337909,6.94,7.23,6.63,80.14,77.9,82.49,8.37
Ukraine,2042,1.6623,-0.562,38989974,36449604,41530344,100.0,5316044,20370175,3947037,9356718,5.15,5.86,4.4,77.66,73.45,82.13,5.97
Peru,2042,1.7619999999999998,0.298,36327360,35108980,37545740,100.0,6998738,18944231,5085487,5298904,8.81,9.97,7.59,78.91,76.42,81.51,10.58
Gaza Strip,2042,2.262,1.285,2787955,2795830,2780080,100.0,811195,1327033,507064,142663,7.86,8.45,7.23,79.02,76.79,81.39,9.04
Mauritius,2042,1.7,-0.046,1455675,1416948,1494402,100.0,233858,755679,169938,296200,5.64,6.55,4.69,80.03,76.72,83.51,6.34
Sri Lanka,2042,1.7925,0.172,25033665,24348414,25718916,100.0,4536064,12819647,3102829,4575125,5.16,5.79,4.51,80.71,77.39,84.16,5.96
Eritrea,2042,2.496,1.311,8137703,8017186,8258220,100.0,2366519,3816132,1418299,536753,21.93,26.31,17.43,73.03,70.14,76.01,28.98
Thailand,2042,1.6562,-0.327,68280273,66100264,70460282,100.0,9523403,35040738,7123853,16592279,5.58,6.25,4.86,79.46,76.3,82.8,6.35
Gabon,2042,3.5701,1.754,2813984,2839506,2788462,100.0,1071969,1044372,579598,118045,24.43,27.44,21.34,58.68,58.41,58.97,35.59
Tanzania,2042,3.412,2.158,100710385,100828482,100592288,100.0,36461600,40280577,19621868,4346340,18.4,20.04,16.72,71.06,69.03,73.15,24.39
Saint Kitts and Nevis,2042,1.7182,-0.091,57309,56924,57694,100.0,8922,29072,6097,13218,5.14,4.39,5.91,80.14,77.42,82.92,6.81
United Arab Emirates,2042,1.8626,0.21100000000000002,7992301,10602626,5381976,100.0,1607236,4990763,1194788,199514,5.6,6.37,4.79,81.14,78.33,84.08,6.39
Vanuatu,2042,2.0580000000000003,1.032,401922,394750,409094,100.0,97834,204282,62501,37305,6.16,6.45,5.85,79.72,77.62,81.92,6.99
Chile,2042,1.71,0.07400000000000001,19706067,19288594,20123540,100.0,3127191,10067869,2335115,4175892,4.33,4.67,3.97,81.87,78.86,85.01,4.92
Moldova,2042,1.6679,-1.3980000000000001,2536865,2517230,2556500,100.0,365165,1319088,278310,574302,6.73,7.77,5.63,76.96,73.28,80.87,7.63
Turkmenistan,2042,2.0,0.424,6419027,6312258,6525796,100.0,1284367,3412518,921851,800291,14.41,17.54,11.13,76.57,73.43,79.87,16.79
Monaco,2042,1.6592,-0.565,31846,30516,33176,100.0,1439,10627,1795,17985,2.04,2.25,1.81,88.19,84.65,91.87,2.28
Estonia,2042,1.6755,-1.013,1008142,971942,1044342,100.0,125126,493383,91334,298299,3.2,3.28,3.13,80.62,76.54,84.89,3.63
Kazakhstan,2042,1.754,0.45299999999999996,21600523,20212586,22988460,100.0,4099720,11391790,2946795,3162218,9.49,11.06,8.02,77.07,72.43,81.43,10.64
Mauritania,2042,2.6,1.436,5875635,5658262,6093008,100.0,1746684,2703383,1060895,364673,25.12,28.42,21.72,71.63,68.84,74.5,33.84
Guatemala,2042,2.0580000000000003,0.9520000000000001,21462612,21089342,21835882,100.0,5169657,11110190,3479971,1702794,9.77,10.73,8.76,78.01,75.57,80.58,11.6
Seychelles,2042,1.736,-0.092,102368,108058,96678,100.0,13082,58406,9184,21696,5.78,6.96,4.57,79.48,75.47,83.61,7.07
India,2042,2.0780000000000003,0.581,1590718884,1637854916,1543582852,100.0,334398125,831897911,227743334,196679514,16.64,16.51,16.79,75.52,73.57,77.59,20.64
Austria,2042,1.6448,-0.011000000000000001,9134609,8902514,9366704,100.0,1231444,4475627,920048,2507490,3.0,3.24,2.74,83.36,80.6,86.28,3.44
Israel,2042,2.262,1.0490000000000002,11466591,11518918,11414264,100.0,2616553,5433720,1611371,1804947,2.8,2.82,2.78,84.54,82.23,86.96,3.16
Lebanon,2042,1.7,0.011000000000000001,5681829,5654784,5708874,100.0,898683,3018479,646205,1118462,4.52,4.78,4.24,81.2,79.19,83.31,5.01
Nepal,2042,1.706,0.040999999999999995,33500859,33151930,33849788,100.0,6829310,17226719,5534186,3910644,12.03,12.81,11.21,76.98,75.44,78.61,14.26
China,2042,1.6,-0.41700000000000004,1353756475,1366098336,1341414614,100.0,174990784,698288023,148347348,332130320,6.49,6.94,6.0,79.68,77.17,82.36,7.55
Barbados,2042,1.6966,-0.326,291421,278404,304438,100.0,44324,141760,31824,73513,5.56,6.23,4.89,79.31,76.75,81.89,7.97
Solomon Islands,2042,2.248,1.078,941101,958304,923898,100.0,229901,473412,149982,87806,7.4,8.38,6.38,79.88,77.05,82.85,8.63
Ghana,2042,3.174,1.837,45517845,44724962,46310728,100.0,14773976,19472787,8211313,3059769,16.43,18.95,13.83,74.4,71.13,77.76,21.73
Cambodia,2042,2.052,0.773,21140518,20735068,21545968,100.0,4713906,11285984,3251282,1889346,22.61,26.52,18.53,72.71,69.85,75.7,30.11
Aruba,2042,1.7937,0.614,144087,135584,152590,100.0,22642,74009,16143,31293,5.8,7.14,4.43,80.73,77.65,83.87,6.57
Morocco,2042,2.006,0.48200000000000004,40672424,39562874,41781974,100.0,8099771,20849623,5474622,6248408,9.33,11.11,7.45,80.8,77.73,84.02,10.64
Sweden,2042,1.7482,0.47700000000000004,11567079,11487696,11646462,100.0,1880244,5701121,1410997,2574717,2.59,2.79,2.39,83.68,81.3,86.19,2.96
Guinea-Bissau,2042,2.738,1.2590000000000001,2634217,2594912,2673522,100.0,823979,1177068,502765,130405,47.36,54.16,40.35,60.31,57.9,62.79,68.21
Cote d'Ivoire,2042,2.274,1.057,34341290,34506738,34175842,100.0,9294748,16932303,6087817,2026422,27.45,30.35,24.45,66.94,65.43,68.49,37.31
Malawi,2042,4.0571,2.8,41880410,41476062,42284758,100.0,16914819,15294629,8360711,1310251,19.36,23.15,15.52,73.87,70.92,76.86,27.3
Tuvalu,2042,2.4619999999999997,0.439,12971,13040,12902,97.0,3234,6470,2161,1106,13.7,14.93,12.41,74.15,71.53,76.9,18.44
Czechia,2042,1.6407,-0.18899999999999997,10393712,10292090,10495334,100.0,1362755,5268195,992918,2769844,2.61,2.74,2.48,81.79,78.81,84.94,3.04
Tajikistan,2042,2.094,0.877,11406217,11293970,11518464,100.0,2660336,5955746,1785655,1004480,14.03,16.2,11.75,74.98,71.72,78.41,17.48
Algeria,2042,1.9340000000000002,0.718,52795174,53260240,52330108,100.0,10479674,27236305,7951995,7127200,8.85,9.61,8.05,80.74,78.69,82.9,9.97
Uganda,2042,3.554,2.261,79010942,78591612,79430272,100.0,30905057,29176151,16686165,2243569,28.51,33.91,22.95,65.39,63.35,67.49,40.8
Kosovo,2042,1.7301,0.321,2183799,2232104,2135494,100.0,392704,1207149,280779,303167,13.66,14.7,12.55,77.58,75.04,80.29,15.83
Sao Tome and Principe,2042,2.18,1.172,283206,282472,283940,100.0,75732,140297,50413,16764,21.43,22.87,19.95,73.04,71.0,75.15,28.35
Western Sahara,2042,2.6,1.715,1032578,1024604,1040552,100.0,299974,479525,185442,67637,25.13,28.42,21.72,71.61,68.84,74.5,33.86
American Samoa,2042,2.15,-0.311,49827,48246,51408,100.0,7856,25627,6167,10177,5.04,6.05,3.97,79.89,76.87,83.08,5.96
Lesotho,2042,2.0980000000000003,-0.019,1903041,1904954,1901128,100.0,469938,977232,327688,128183,12.75,14.48,10.97,62.77,63.43,62.1,16.06
Somalia,2042,3.54,1.96,19531106,19427966,19634246,100.0,7169575,7642198,3880949,838384,54.23,60.66,47.6,62.6,59.84,65.43,80.45
Macau,2042,1.0626,-0.22399999999999998,638710,587570,689850,100.0,59075,339311,52921,187403,2.84,2.98,2.69,84.96,82.05,88.02,3.18
Ecuador,2042,1.778,0.531,20391140,20106006,20676274,100.0,3927761,10739404,2794400,2929575,8.25,9.87,6.54,80.72,77.71,83.87,9.48
Croatia,2042,1.6265,-0.662,3739842,3616150,3863534,100.0,481485,1870543,357192,1030622,5.59,5.62,5.56,80.21,77.09,83.52,6.5
Angola,2042,3.84,2.228,38645713,39076080,38215346,100.0,14422185,15100463,7616890,1506175,38.91,41.55,36.14,66.1,64.27,68.01,55.39
Afghanistan,2042,3.112,1.605,56524253,56919520,56128986,100.0,18689013,24378988,11250819,2205433,61.65,66.6,56.45,61.55,59.45,63.75,84.91
Anguilla,2042,1.7108,1.095,24923,22736,27110,100.0,4659,12309,3020,4935,2.96,3.22,2.7,83.34,80.58,86.19,3.47
Costa Rica,2042,1.7464,0.369,5937997,5896982,5979012,100.0,1019097,3121362,751870,1045668,4.84,5.3,4.37,81.76,78.94,84.71,5.46
Turks and Caicos Islands,2042,1.7,1.139,77790,77290,78290,100.0,12700,43034,8996,13060,5.64,6.7,4.53,82.46,79.61,85.45,6.57
Tunisia,2042,1.7668,0.001,12290553,11878252,12702854,100.0,2065445,6184565,1562842,2477701,9.14,10.59,7.6,80.33,77.83,83.0,10.75
Kenya,2042,2.006,1.097,65524386,65281356,65767416,100.0,16465398,35092964,9739273,4226751,16.02,18.43,13.57,72.84,70.93,74.79,19.92
Cabo Verde,2042,2.01,0.585,713414,692586,734242,100.0,150094,373130,102453,87737,9.89,11.34,8.39,77.92,75.26,80.65,11.52
Switzerland,2042,1.6663,0.32299999999999995,9308903,9146406,9471400,100.0,1373593,4693412,982550,2259348,3.05,3.29,2.81,83.95,81.37,86.68,3.48
Liechtenstein,2042,1.6974,0.162,43218,43222,43214,100.0,6206,20985,4618,11409,3.7,4.08,3.23,83.44,81.04,86.46,4.44
Syria,2042,2.022,0.851,29451529,29531322,29371736,100.0,6552564,15636760,4334316,2927889,7.43,8.45,6.35,79.49,76.82,82.32,8.56
Poland,2042,1.6148,-0.632,34596204,33314076,35878332,100.0,4264006,17789511,3225813,9316874,3.51,3.83,3.17,81.17,77.67,84.87,4.01
Serbia,2042,1.6343,-0.6679999999999999,6205174,6034306,6376042,100.0,805062,3161571,598714,1639827,4.11,4.62,3.57,79.95,76.99,83.1,4.65
Denmark,2042,1.7074,-0.19699999999999998,5669577,5510594,5828560,100.0,895651,2698611,650752,1424563,3.26,3.38,3.13,82.22,79.54,85.04,3.73
Niger,2042,3.398,2.106,37914204,37889464,37938944,100.0,14402137,14424994,7823270,1263803,43.99,47.09,40.8,65.51,63.53,67.54,63.69
New Caledonia,2042,1.726,0.622,354978,351004,358952,100.0,61498,187687,44736,61057,3.88,4.42,3.31,81.23,77.65,84.99,5.0
Nauru,2042,2.206,0.821,11212,10064,12360,95.5,2840,5774,1628,970,5.26,6.46,4.25,74.66,70.54,78.1,6.31
Cook Islands,2042,2.006,-1.051,5804,5804,5804,100.0,925,2621,647,1611,6.69,7.88,5.44,80.16,77.23,83.24,7.68
Norway,2042,1.7398,0.365,6201001,6236510,6165492,100.0,996316,3099016,718424,1387245,2.54,2.75,2.32,83.53,81.09,86.1,2.93
Armenia,2042,1.6858,-0.81,2656132,2651656,2660608,100.0,347875,1419661,256567,632029,6.51,7.45,5.53,79.48,76.22,82.94,7.3
Brazil,2042,1.7,0.122,231781810,226185894,237377726,100.0,39398093,124063190,27897675,40422852,8.55,10.2,6.82,78.92,75.52,82.49,9.88
Georgia,2042,1.7146,-0.192,4810449,4624166,4996732,100.0,714220,2467741,536828,1091660,7.65,8.89,6.34,80.37,76.67,84.25,8.44
Australia,2042,1.7163,0.496,27985787,28011648,27959926,100.0,4499450,14097996,3297950,6090391,3.37,3.6,3.13,83.76,81.09,86.58,3.85
Lithuania,2042,1.6741,-1.479,2037817,1908288,2167346,100.0,257462,957496,202754,620105,3.39,3.72,3.05,78.82,74.38,83.52,3.92
Guyana,2042,1.7058,0.289,863523,863512,863534,100.0,169363,469766,114793,109601,13.53,15.62,11.34,75.3,72.24,78.52,16.66
Chad,2042,3.1060000000000003,1.4769999999999999,18191510,17773792,18609228,100.0,6172119,7869818,3445505,704068,48.66,52.36,44.81,60.14,58.6,61.74,73.62
Spain,2042,1.6474,-0.045,53444485,52577102,54311868,100.0,7110825,26234340,4884952,15214368,2.92,3.15,2.68,83.45,80.49,86.6,3.35
South Africa,2042,1.9040000000000001,0.514,66190620,65675570,66705670,100.0,14468144,34970462,10356006,6396008,13.58,15.2,11.92,69.78,68.39,71.19,16.2
Nigeria,2042,3.6439999999999997,2.033,334748059,340185020,329311098,100.0,122505496,133431002,65150787,13660774,37.38,40.56,34.0,64.42,62.68,66.26,59.53
Portugal,2042,1.6591,-0.429,10363537,10238538,10488536,100.0,1386891,5050527,987298,2938821,3.44,3.74,3.12,82.15,79.04,85.47,4.01
Haiti,2042,2.042,0.748,13793404,13497436,14089372,100.0,3287099,7263270,2180009,1063026,21.04,24.61,17.43,72.34,69.41,75.3,27.01
Iran,2042,1.7516,0.316,98342245,98887772,97796718,100.0,16214453,55560517,12627678,13939597,18.19,18.76,17.59,77.07,74.86,79.4,23.92
Faroe Islands,2042,2.0615,0.17,56370,57522,55218,100.0,10697,26050,7657,11966,3.84,4.07,3.59,82.75,80.04,85.64,4.43
Gambia The,2042,2.1779,1.093,2964284,2921238,3007330,100.0,762400,1499842,508906,193136,25.81,29.31,22.21,71.18,68.84,73.59,32.77
Burma,2042,2.006,0.45,68565662,67733656,69397668,100.0,13915662,36290080,9558059,8801861,18.08,21.06,14.93,74.23,71.45,77.19,22.0
Sierra Leone,2042,3.866,2.325,11349843,11126966,11572720,100.0,4257438,4409751,2157308,525346,34.73,40.45,28.83,67.64,64.62,70.75,48.5
Virgin Islands U.S.,2042,1.7,-1.4509999999999998,77389,67564,87214,100.0,8589,32812,5604,30384,4.27,4.73,3.79,82.56,79.56,85.74,4.76
Cuba,2042,1.7026,-0.501,10297800,10126206,10469394,100.0,1450099,4832488,1076646,2938567,3.52,3.83,3.19,81.75,79.14,84.52,4.1
Jordan,2042,2.354,1.138,10504197,10427886,10580508,100.0,2770573,4954501,1815442,963681,6.92,7.38,6.43,79.42,77.36,81.61,7.85
Congo (Kinshasa),2042,2.38,1.357,131007633,130536920,131478346,100.0,38121829,62183675,24882298,5819831,33.91,36.45,31.3,67.35,65.13,69.62,47.68
Azerbaijan,2042,1.7469999999999999,0.162,11158894,11040554,11277234,100.0,1848101,6063511,1377376,1869906,10.3,11.13,9.42,78.15,75.02,81.48,11.45
Romania,2042,1.615,-0.625,19077803,18477600,19678006,100.0,2351263,9791662,1728233,5206645,5.51,6.29,4.69,79.75,76.44,83.26,6.3
Curacao,2042,1.828,-0.19899999999999998,153098,149134,157062,100.0,25799,75707,18700,32892,4.64,4.98,4.29,81.62,79.02,84.35,5.19
Albania,2042,1.6545,-0.55,2962049,2894184,3029914,100.0,411051,1579345,348307,623346,6.12,6.78,5.42,81.63,78.8,84.62,7.0
Macedonia,2042,1.6763,-0.337,2055287,2035306,2075268,100.0,293143,1068998,220416,472730,4.61,4.87,4.32,80.39,77.61,83.38,5.18
Samoa,2042,2.0422,0.563,234238,234672,233804,100.0,52022,119657,33970,28589,8.94,10.48,7.33,78.89,75.87,82.05,10.41
Bahamas The,2042,1.76,0.131,370063,363144,376982,100.0,66234,188915,48461,66453,6.59,6.96,6.21,76.85,74.51,79.25,7.52
Andorra,2042,1.6278,-0.664,80099,79794,80404,100.0,9485,34942,5944,29728,3.06,3.16,2.95,84.05,81.54,86.71,3.53
Fiji,2042,1.886,0.196,1002314,1007554,997074,100.0,196857,529092,134232,142133,5.62,6.18,5.04,78.26,75.39,81.27,7.08
Venezuela,2042,1.92,0.47200000000000003,38616605,38514624,38718586,100.0,7656658,19973480,5300018,5686449,6.81,7.58,6.01,80.12,77.08,83.32,7.76
Nicaragua,2042,1.706,0.267,7143019,6962406,7323632,100.0,1320510,3947370,976049,899090,8.51,9.71,7.25,78.61,76.03,81.31,9.81
Saint Helena,2042,1.6724,-0.446,7622,7424,7820,100.0,1048,3595,723,2256,6.52,7.55,5.43,82.28,79.33,85.38,7.36
Argentina,2042,1.944,0.46299999999999997,52452259,51997198,52907320,100.0,10316319,26582656,7121214,8432070,5.53,6.1,4.92,80.9,77.82,84.18,6.31
Belize,2042,2.1599,0.988,505995,512030,499960,100.0,125094,253402,83803,43696,10.59,11.61,9.51,74.19,72.53,75.94,14.04
Belarus,2042,1.6256,-0.457,8689415,8096948,9281882,100.0,1154177,4560449,863908,2110881,3.16,3.48,2.82,78.19,73.52,83.14,4.09
